Country,Framing,Category,Rule,Weight,Matched text,Sentence
United States,AI-cautious,risk and harm emphasis,risk/safety/harm framing,1.0,threats,"• Led by DHS, issue and maintain guidance to private sector entities on remediating and responding to AI-specific vulnerabilities and threats."
United States,AI-cautious,risk and harm emphasis,risk/safety/harm framing,1.0,vulnerabilities,• Ensure collaborative and consolidated sharing of known AI vulnerabilities from within Federal agencies to the private sector as appropriate.
United States,AI-cautious,risk and harm emphasis,risk/safety/harm framing,1.0,vulnerability,This process should take advantage of existing cyber vulnerability sharing mechanisms.
United States,AI-friendly,innovation and adoption promotion,promote AI innovation/adoption,2.0,Promote Secure-By-Design AI Technologies and Applications AI,"Promote Secure-By-Design AI Technologies and Applications AI systems are susceptible to some classes of adversarial inputs (e.g., data poisoning and privacy attacks), which puts their performance at risk."
United States,AI-cautious,risk and harm emphasis,risk/safety/harm framing,1.0,risk,"Promote Secure-By-Design AI Technologies and Applications AI systems are susceptible to some classes of adversarial inputs (e.g., data poisoning and privacy attacks), which puts their performance at risk."
United States,AI-cautious,rights and protection emphasis,rights/privacy/protection framing,1.1,privacy,"Promote Secure-By-Design AI Technologies and Applications AI systems are susceptible to some classes of adversarial inputs (e.g., data poisoning and privacy attacks), which puts their performance at risk."
United States,AI-friendly,innovation and adoption promotion,promote AI innovation/adoption,2.0,promoting resilient and secure AI development and deployment,"While much work has been done to advance the field of AI Assurance, promoting resilient and secure AI development and deployment should be a core activity of the U.S."
United States,AI-cautious,rights and protection emphasis,rights/privacy/protection framing,1.1,Responsible AI,"Recommended Policy Actions • Led by DOD in collaboration with NIST at DOC and ODNI, continue to refine DOD’s Responsible AI and Generative AI Frameworks, Roadmaps, and Toolkits."
United States,AI-friendly,innovation and adoption promotion,promote AI innovation/adoption,2.0,Promote Mature Federal Capacity for AI Incident Response The proliferation of AI,"18 AMERICA’S AI ACTION PLAN Promote Mature Federal Capacity for AI Incident Response The proliferation of AI technologies means that prudent planning is required to ensure that, if systems fail, the impacts to critical services or infrastructure are minimized and response is imminent."
United States,AI-friendly,innovation and adoption promotion,promote AI innovation/adoption,2.0,promote the development and incorporation of AI,government should promote the development and incorporation of AI Incident Response actions into existing incident response doctrine and best-practices for both the public and private sectors.
United States,AI-cautious,risk and harm emphasis,risk/safety/harm framing,1.0,Vulnerability,"• Modify the Cybersecurity and Infrastructure Security Agency’s Cybersecurity Incident & Vulnerability Response Playbooks to incorporate considerations for AI systems and to include requirements for Chief Information Security Officers to consult with Chief AI Officers, Senior Agency Officials for Privacy, CAISI at DOC, and other agency officials as appropriate."
United States,AI-cautious,rights and protection emphasis,rights/privacy/protection framing,1.1,Privacy,"• Modify the Cybersecurity and Infrastructure Security Agency’s Cybersecurity Incident & Vulnerability Response Playbooks to incorporate considerations for AI systems and to include requirements for Chief Information Security Officers to consult with Chief AI Officers, Senior Agency Officials for Privacy, CAISI at DOC, and other agency officials as appropriate."
United States,AI-friendly,innovation and adoption promotion,promote AI innovation/adoption,2.0,encourage the responsible sharing of AI,"• Led by DOD, DHS, and ODNI, in coordination with OSTP, NSC, OMB, and the Office of the National Cyber Director, encourage the responsible sharing of AI vulnerability information as part of ongoing efforts to implement Executive Order 14306, “Sustaining Select Efforts to Strengthen the Nation’s Cybersecurity and Amending Executive Order 13694 and Executive Order 14144.” 30 30 Executive Order 14306 of June 6, 2025, “Sustaining Select Efforts To Strengthen the Nation’s Cybersecurity and Amending Executive Order 13694 and Executive Order 14144,” Federal Register 90 (111) 24723, www.govinfo.gov/content/pkg/FR2025-06-11/pdf/2025-10804.pdf."
